,game_title,game_id,steam_appid,short_description,header_image,url
2041,Onimusha 3 Demon Siege,2123,39200.0,"It’s been a generation since you vanquished the evil that plagued the Land of Ehb, and now…a new menace has awakened. In Dungeon Siege II, the sequel to the best-selling RPG from Gas Powered Games, you will be called on to again wield sword and spell to save the world from a growing abomination many years in the making.",https://steamcdn-a.akamaihd.net/steam/apps/39200/header.jpg?t=1479402484,https://store.steampowered.com/app/39200/Dungeon_Siege_II/
2042,World in Conflict Soviet Assault,3499,784950.0,"This Long Term Strategy Game lets you take control of the armed forces of your nation. Become responsible for its military expansion, technological research and economic development. Form alliances and wage total war for global dominance on the battlefields of World War 3.",https://steamcdn-a.akamaihd.net/steam/apps/784950/header.jpg?t=1543935376,https://store.steampowered.com/app/784950/CONFLICT_OF_NATIONS_WORLD_WAR_3/
2043,Driver San Francisco,956,367700.0,"SHOFER Race Driver takes you deep into Middle East. Real cars, real tracks and also … . Some local music. Unlock new cars and tracks by participating in series of races and don’t worry about anything, because you’ll never be left alone, your partner lady will contact you to get you out of any trouble.",https://steamcdn-a.akamaihd.net/steam/apps/367700/header.jpg?t=1459173789,https://store.steampowered.com/app/367700/SHOFER_Race_Driver/
2044,Tony Hawk's Pro Skater HD,3257,551930.0,A skateboarding game for tony hawk series fans! Over 70 various goals to beat in over 8 big levels! This game has all it needs for a complete skateboarding experience: - Over 30 tricks to beat - get special and make some special tricks - manuals and grinds with balance meter - secret gaps to find - combine tricks in big combos - do spine...,https://steamcdn-a.akamaihd.net/steam/apps/551930/header.jpg?t=1478117667,https://store.steampowered.com/app/551930
2045,GooCubelets,1354,517620.0,"Save yourself from waves of Gooblins! Though appearing cute and cuddly, these creatures are determined to scatter your remains into space with plasma, fireballs, or kamikaze attacks. Survive the onslaught while killing Gooblins in color combos to rack up points and climb the leaderboard!",https://steamcdn-a.akamaihd.net/steam/apps/517620/header.jpg?t=1508451847,https://store.steampowered.com/app/517620
2046,The Settlers 7 Paths to a Kingdom - Gold Edition,3144,965300.0,With this modernized History Edition dive into the diversified mix of enthralling build-up matches and exciting real-time fights. Manifold landscapes await to be explored and populated. Includes the main game plus the two expansions.,https://steamcdn-a.akamaihd.net/steam/apps/965300/header.jpg?t=1550832226,https://store.steampowered.com/app/965300/The_Settlers__Heritage_of_Kings__History_Edition/
2047,Warhammer Online Age of Reckoning,3442,949690.0,"Lodoss War Online is a new 2D MMORPG, based on Record of Lodoss War—a legendary fantasy novel in Japan, set in the cursed land of Lodoss, which recounts the adventures and rise and fall of heroes.",https://steamcdn-a.akamaihd.net/steam/apps/949690/header.jpg?t=1548129615,https://store.steampowered.com/app/949690/Record_of_Lodoss_War_Online/
2048,Insaniquarium! Deluxe,1584,432980.0,Face off against friends and challenge enemy swarms as opposites collide in the negative-space combat of INVERSUS! A dynamic board makes each round evolve into a unique battlefield.,https://steamcdn-a.akamaihd.net/steam/apps/432980/header.jpg?t=1543895967,https://store.steampowered.com/app/432980/INVERSUS_Deluxe/
2049,Global Agenda - Beta,1341,565020.0,"Global Adventures is an MMORPG for Windows PCs. As a newly recruited agent for the Treasure Hunters Association, you must travel the world conquering dungeons, digging up treasure, and taking down bosses with your friends!",https://steamcdn-a.akamaihd.net/steam/apps/565020/header.jpg?t=1514570113,https://store.steampowered.com/app/565020/Global_Adventures/
2050,F.E.A.R. Extraction Point,1106,530960.0,"ROM: Extraction puts you into the role of an Extractor where you must Throw, Slow, &amp; Shoot your way to decimate as many extraterrestrial-bots as possible. ROM: Extraction begins as an homage to the classic arcade shooter with more game modes and maps to come!",https://steamcdn-a.akamaihd.net/steam/apps/530960/header.jpg?t=1499292821,https://store.steampowered.com/app/530960
2051,Dawn of Discovery - Venice,773,796370.0,A narrative based horror text adventure game with choice dependent multiple endings.,https://steamcdn-a.akamaihd.net/steam/apps/796370/header.jpg?t=1527886104,https://store.steampowered.com/app/796370
2052,Lilly Looking Through,1766,698610.0,You control two players by the same pressing. Your task is to adjust the situation to yourself so that you can perform all the necessary actions.,https://steamcdn-a.akamaihd.net/steam/apps/698610/header.jpg?t=1555902977,https://store.steampowered.com/app/698610
2053,Digital Combat Simulator A-10C Warthog,873,347170.0,Feel the power of flying the AV8B Harrier II. A middle ground flight and naval combat simulator with mission planner &amp; fully dynamic open ended campaign. Showstopping VR.,https://steamcdn-a.akamaihd.net/steam/apps/347170/header.jpg?t=1553001836,https://store.steampowered.com/app/347170/Combat_Air_Patrol_2_Military_Flight_Simulator/
2054,1701 A.D. Sunken Dragon,13,745830.0,"Join forces with elves and dwarves, and slay the evil dragon, Wyrmvarg in a retro-style fantasy RPG!",https://steamcdn-a.akamaihd.net/steam/apps/745830/header.jpg?t=1513729545,https://store.steampowered.com/app/745830/Dragon_Sinker/
2055,Jazzpunk,1619,716490.0,"The year is 1997. You used to be a hacker, but now you have the phage. You made a deal: one hack, one dose. There’s nothing left to lose… except your life.",https://steamcdn-a.akamaihd.net/steam/apps/716490/header.jpg?t=1546475844,https://store.steampowered.com/app/716490/EXAPUNKS/
2056,Next Car Game Wreckfest,2052,724600.0,"Action packed 2D rocket game with a campaign story mode, single player mode (vs computer AI) and multiplayer mode (split-screen vs friends). Challenge your self and your friends in an old-school 2D rocket adventure with a great soundtrack and an online highscore leaderboard.",https://steamcdn-a.akamaihd.net/steam/apps/724600/header.jpg?t=1509045662,https://store.steampowered.com/app/724600/Another_Rocket_Game/
2057,Fester Mudd Curse of the Gold - Episode 1,1189,772060.0,"Harvester of Dreams is a first person adventure game, taking you on board an steampunk airship. Unravel the secret of the ship while you are exploring it room after room.",https://steamcdn-a.akamaihd.net/steam/apps/772060/header.jpg?t=1551026891,https://store.steampowered.com/app/772060/Harvester_of_Dreams__Episode_1/
2058,Sam & Max 106 Bright Side of the Moon,2570,976960.0,"Clara and her adoptive father have discovered the location of an ancient artifact called the Mask of Seasons. It is supposed to be hidden in a temple on an island, lost in the middle of the Pacific.",https://steamcdn-a.akamaihd.net/steam/apps/976960/header.jpg?t=1544371721,https://store.steampowered.com/app/976960/Heart_of_Moon__The_Mask_of_Seasons/
2059,Blocks That Matter,380,503100.0,"Black Hat Cooperative is a two player coop stealth game. One player is in VR, sneaking past enemies and collecting treasure. The other player is on the computer and keyboard, with access to a full view of the map and hacking superpowers. Work together to survive and complete the levels! Local multi-player supported.",https://steamcdn-a.akamaihd.net/steam/apps/503100/header.jpg?t=1511127308,https://store.steampowered.com/app/503100/Black_Hat_Cooperative/
2060,Titan Quest Immortal Throne,3219,292060.0,"Written over the past four years, journalist Geoff Keighley (&quot;The Final Hours of Portal 2&quot;) chronicles the making of TITANFALL from Respawn Entertainment. This longform app features never-before-seen photos, video and concept art from early development versions of the game.",https://steamcdn-a.akamaihd.net/steam/apps/292060/header.jpg?t=1447361130,https://store.steampowered.com/app/292060
2061,Arma 2 DayZ Mod,203,46790.0,"Guide one of 12 races on their first interstellar journey from a single planet, until it becomes a mighty pan-galactic empire.",https://steamcdn-a.akamaihd.net/steam/apps/46790/header.jpg?t=1447353829,https://store.steampowered.com/app/46790/Armada_2526/
2062,Eden Star  Destroy - Build - Protect,1018,997340.0,"You are a pilot of a spacecraft, your task is to destroy all enemies using various weapons. You need to move as far as possible into the depths of space. Collect elements from defeated enemies, they will restore your life.",https://steamcdn-a.akamaihd.net/steam/apps/997340/header.jpg?t=1545821131,https://store.steampowered.com/app/997340
2063,Medal of Honor(TM) Single Player,1880,47790.0,This is a new war. There is a new warrior. He is Tier 1.,https://steamcdn-a.akamaihd.net/steam/apps/47790/header.jpg?t=1447353177,https://store.steampowered.com/app/47790/Medal_of_Honor/
2064,Lambda Wars Beta,1722,386390.0,"Dad Beat Dads is the world's premiere Dad-based, local multiplayer brawler. Go head to head with your friends, or battle solo in one of our 3 different game modes. This ain't your daddy's dad-based video game!",https://steamcdn-a.akamaihd.net/steam/apps/386390/header.jpg?t=1447377042,https://store.steampowered.com/app/386390/Dad_Beat_Dads/
2065,ArtRage Studio Pro,216,857320.0,"&quot;I want to create an original game on my own!&quot; The software has just been released to make your dream come true. By using SRPG Studio, you can easily create a 2D SRPG (Simulation RPG).",https://steamcdn-a.akamaihd.net/steam/apps/857320/header.jpg?t=1543402944,https://store.steampowered.com/app/857320/SRPG_Studio/
2066,NotGTAV,2080,466560.0,Northgard is a strategy game based on Norse mythology in which you control a clan of Vikings vying for the control of a mysterious newfound continent.,https://steamcdn-a.akamaihd.net/steam/apps/466560/header.jpg?t=1556117672,https://store.steampowered.com/app/466560/Northgard/
2067,ACE COMBAT ASSAULT HORIZON Enhanced Edition,49,497790.0,"A space horror adventure, featuring Lovecraftian Yellow themes.",https://steamcdn-a.akamaihd.net/steam/apps/497790/header.jpg?t=1529502172,https://store.steampowered.com/app/497790/Ayumi_Enhanced_Edition/
2068,Immune,1562,883370.0,"Your yacht has been marooned in the Pacific Ocean following a violent storm. Gather the scarce resources you find to try and stay alive in the hopes of rescue. Explore, craft and hunt in this first person desert island simulator.",https://steamcdn-a.akamaihd.net/steam/apps/883370/header.jpg?t=1538818503,https://store.steampowered.com/app/883370/Shimmer/
2069,Deus Ex Human Revolution - The Missing Link,852,238010.0,"You play Adam Jensen, an ex-SWAT specialist who's been handpicked to oversee the defensive needs of one of America's most experimental biotechnology firms. Your job is to safeguard company secrets, but when a black ops team breaks in and kills the very scientists you were hired to protect, everything you thought you knew about your job...",https://steamcdn-a.akamaihd.net/steam/apps/238010/header.jpg?t=1478806360,https://store.steampowered.com/app/238010/Deus_Ex_Human_Revolution__Directors_Cut/
2070,Doctor Who The Eternity Clock,908,725370.0,"Brought to you by the teams behind the award-winning Doctor Who: Legacy game. This is an innovative new platform for telling original Doctor Who stories. Written, drawn, and narrated by incredible talent mixed with a unique take on tile puzzle gameplay.",https://steamcdn-a.akamaihd.net/steam/apps/725370/header.jpg?t=1534178549,https://store.steampowered.com/app/725370/Doctor_Who_Infinity/
2071,MLB Front Office Manager,1815,730410.0,"Always dreamed of creating your own music band? We will realize your dream! Record songs, release albums and manage group activities! With the advancement of the group, managers will help you, and you will also have to face more than one difficult choice. Compete for a place in the top 100! Conquer the whole world!",https://steamcdn-a.akamaihd.net/steam/apps/730410/header.jpg?t=1517016588,https://store.steampowered.com/app/730410/Music_Band_Manager/
